views,subscriber,videoscount,date,year,day_of_week,month,day,week_number,season,quarter,part_of_month
740483,14562,140,2017-03-14,2017,1,3,14,11,1,0,1
741226,14569,140,2017-03-15,2017,2,3,15,11,1,0,1
741950,14574,140,2017-03-16,2017,3,3,16,11,1,0,1
742627,14582,140,2017-03-17,2017,4,3,17,11,1,0,1
743288,14585,140,2017-03-18,2017,5,3,18,11,1,0,1
743870,14590,140,2017-03-19,2017,6,3,19,11,1,0,1
744398,14598,140,2017-03-20,2017,0,3,20,12,1,0,1
744398,14600,140,2017-03-21,2017,1,3,21,12,1,0,2
745572,14612,140,2017-03-22,2017,2,3,22,12,1,0,2
746272,14620,140,2017-03-23,2017,3,3,23,12,1,0,2
747051,14624,130,2017-03-24,2017,4,3,24,12,1,0,2
747648,14628,130,2017-03-25,2017,5,3,25,12,1,0,2
748213,14635,130,2017-03-26,2017,6,3,26,12,1,0,2
748615,14646,130,2017-03-27,2017,0,3,27,13,1,0,2
749154,14650,130,2017-03-28,2017,1,3,28,13,1,0,2
749939,14660,130,2017-03-29,2017,2,3,29,13,1,0,2
750584,14666,130,2017-03-30,2017,3,3,30,13,1,0,2
751312,14672,130,2017-03-31,2017,4,3,31,13,1,0,2
211071,23106,9,2016-10-01,2016,5,10,1,39,3,3,0
211697,23168,9,2016-10-02,2016,6,10,2,39,3,3,0
212538,23235,9,2016-10-03,2016,0,10,3,40,3,3,0
213397,23367,9,2016-10-04,2016,1,10,4,40,3,3,0
214853,23407,9,2016-10-05,2016,2,10,5,40,3,3,0
215541,23445,9,2016-10-06,2016,3,10,6,40,3,3,0
216169,23631,9,2016-10-07,2016,4,10,7,40,3,3,0
218400,23703,9,2016-10-08,2016,5,10,8,40,3,3,0
219810,23749,9,2016-10-09,2016,6,10,9,40,3,3,0
220595,23820,9,2016-10-10,2016,0,10,10,41,3,3,0
221466,24149,9,2016-10-11,2016,1,10,11,41,3,3,1
222469,24309,9,2016-10-12,2016,2,10,12,41,3,3,1
222469,24423,9,2016-10-13,2016,3,10,13,41,3,3,1
223963,24516,9,2016-10-14,2016,4,10,14,41,3,3,1
224643,24595,9,2016-10-15,2016,5,10,15,41,3,3,1
225278,24632,9,2016-10-16,2016,6,10,16,41,3,3,1
225886,24712,9,2016-10-17,2016,0,10,17,42,3,3,1
226433,24789,9,2016-10-18,2016,1,10,18,42,3,3,1
227147,24857,9,2016-10-19,2016,2,10,19,42,3,3,1
227767,24918,9,2016-10-20,2016,3,10,20,42,3,3,1
227767,25101,9,2016-10-21,2016,4,10,21,42,3,3,2
229697,25174,9,2016-10-22,2016,5,10,22,42,3,3,2
230526,25230,9,2016-10-23,2016,6,10,23,42,3,3,2
230526,25280,9,2016-10-24,2016,0,10,24,43,3,3,2
231883,25336,9,2016-10-25,2016,1,10,25,43,3,3,2
232496,25375,9,2016-10-26,2016,2,10,26,43,3,3,2
233009,25427,9,2016-10-27,2016,3,10,27,43,3,3,2
233557,25490,9,2016-10-28,2016,4,10,28,43,3,3,2
234029,25517,9,2016-10-29,2016,5,10,29,43,3,3,2
234497,25558,9,2016-10-30,2016,6,10,30,43,3,3,2
235023,25631,9,2016-10-31,2016,0,10,31,44,3,3,2
235551,26049,9,2016-11-01,2016,1,11,1,44,3,3,0
236309,26141,9,2016-11-02,2016,2,11,2,44,3,3,0
236903,26219,9,2016-11-03,2016,3,11,3,44,3,3,0
237373,26310,9,2016-11-04,2016,4,11,4,44,3,3,0
237373,26418,10,2016-11-05,2016,5,11,5,44,3,3,0
242317,26503,10,2016-11-06,2016,6,11,6,44,3,3,0
245440,26546,10,2016-11-07,2016,0,11,7,45,3,3,0
246765,26605,10,2016-11-08,2016,1,11,8,45,3,3,0
247881,26697,10,2016-11-09,2016,2,11,9,45,3,3,0
248963,26770,10,2016-11-10,2016,3,11,10,45,3,3,0
249887,26838,10,2016-11-11,2016,4,11,11,45,3,3,1
251070,26883,10,2016-11-12,2016,5,11,12,45,3,3,1
251882,26926,10,2016-11-13,2016,6,11,13,45,3,3,1
252717,26956,10,2016-11-14,2016,0,11,14,46,3,3,1
253438,26995,10,2016-11-15,2016,1,11,15,46,3,3,1
253438,27038,10,2016-11-16,2016,2,11,16,46,3,3,1
254670,27081,10,2016-11-17,2016,3,11,17,46,3,3,1
255160,27137,10,2016-11-18,2016,4,11,18,46,3,3,1
255832,27174,10,2016-11-19,2016,5,11,19,46,3,3,1
256475,27216,10,2016-11-20,2016,6,11,20,46,3,3,1
257292,27286,10,2016-11-21,2016,0,11,21,47,3,3,2
258110,27340,10,2016-11-22,2016,1,11,22,47,3,3,2
258874,27408,10,2016-11-23,2016,2,11,23,47,3,3,2
258874,27444,10,2016-11-24,2016,3,11,24,47,3,3,2
260548,27507,10,2016-11-25,2016,4,11,25,47,3,3,2
261435,27571,10,2016-11-26,2016,5,11,26,47,3,3,2
262248,27621,10,2016-11-27,2016,6,11,27,47,3,3,2
262901,27662,10,2016-11-28,2016,0,11,28,48,3,3,2
265184,27720,10,2016-11-29,2016,1,11,29,48,3,3,2
264162,27770,11,2016-11-30,2016,2,11,30,48,3,3,2
264162,27799,11,2016-12-01,2016,3,12,1,48,0,3,0
264162,27831,11,2016-12-02,2016,4,12,2,48,0,3,0
264162,27860,11,2016-12-03,2016,5,12,3,48,0,3,0
264162,28039,12,2016-12-04,2016,6,12,4,48,0,3,0
269671,28143,12,2016-12-05,2016,0,12,5,49,0,3,0
272428,28194,12,2016-12-06,2016,1,12,6,49,0,3,0
272428,28280,12,2016-12-07,2016,2,12,7,49,0,3,0
273890,28338,12,2016-12-08,2016,3,12,8,49,0,3,0
274521,28427,13,2016-12-09,2016,4,12,9,49,0,3,0
276282,28476,13,2016-12-10,2016,5,12,10,49,0,3,0
277551,28531,13,2016-12-11,2016,6,12,11,49,0,3,1
278365,28576,13,2016-12-12,2016,0,12,12,50,0,3,1
279128,28627,13,2016-12-13,2016,1,12,13,50,0,3,1
279891,28718,13,2016-12-14,2016,2,12,14,50,0,3,1
280953,28767,13,2016-12-15,2016,3,12,15,50,0,3,1
281716,28823,13,2016-12-16,2016,4,12,16,50,0,3,1
281716,28865,13,2016-12-17,2016,5,12,17,50,0,3,1
283238,28911,13,2016-12-18,2016,6,12,18,50,0,3,1
284150,28950,13,2016-12-19,2016,0,12,19,51,0,3,1
285038,29007,13,2016-12-20,2016,1,12,20,51,0,3,1
286089,29105,13,2016-12-21,2016,2,12,21,51,0,3,2
287199,29138,13,2016-12-22,2016,3,12,22,51,0,3,2
288036,29194,13,2016-12-23,2016,4,12,23,51,0,3,2
288917,29226,13,2016-12-24,2016,5,12,24,51,0,3,2
289801,29243,13,2016-12-25,2016,6,12,25,51,0,3,2
290394,29263,13,2016-12-26,2016,0,12,26,52,0,3,2
291043,29286,13,2016-12-27,2016,1,12,27,52,0,3,2
291767,29316,13,2016-12-28,2016,2,12,28,52,0,3,2
292578,29350,13,2016-12-29,2016,3,12,29,52,0,3,2
293358,29514,13,2016-12-30,2016,4,12,30,52,0,3,2
294366,29588,13,2016-12-31,2016,5,12,31,52,0,3,2
295246,29644,13,2017-01-01,2017,6,1,1,52,0,0,0
295921,29679,13,2017-01-02,2017,0,1,2,01,0,0,0
296497,29719,13,2017-01-03,2017,1,1,3,01,0,0,0
297198,29788,13,2017-01-04,2017,2,1,4,01,0,0,0
298085,29826,13,2017-01-05,2017,3,1,5,01,0,0,0
298703,29917,13,2017-01-06,2017,4,1,6,01,0,0,0
299448,29948,13,2017-01-07,2017,5,1,7,01,0,0,0
300715,29984,13,2017-01-08,2017,6,1,8,01,0,0,0
301327,30035,13,2017-01-09,2017,0,1,9,02,0,0,0
301868,30064,13,2017-01-10,2017,1,1,10,02,0,0,0
302379,30147,13,2017-01-11,2017,2,1,11,02,0,0,1
303142,30196,13,2017-01-12,2017,3,1,12,02,0,0,1
303753,30252,13,2017-01-13,2017,4,1,13,02,0,0,1
307869,30286,13,2017-01-14,2017,5,1,14,02,0,0,1
307869,30309,13,2017-01-15,2017,6,1,15,02,0,0,1
318871,30333,13,2017-01-16,2017,0,1,16,03,0,0,1
321817,30367,13,2017-01-17,2017,1,1,17,03,0,0,1
325483,30422,13,2017-01-18,2017,2,1,18,03,0,0,1
40545,2637,51,2017-02-12,2017,6,2,12,06,0,0,1
40545,2633,51,2017-02-13,2017,0,2,13,07,0,0,1
40650,2638,51,2017-02-14,2017,1,2,14,07,0,0,1
40669,2643,51,2017-02-15,2017,2,2,15,07,0,0,1
40695,2642,51,2017-02-16,2017,3,2,16,07,0,0,1
40728,2642,51,2017-02-17,2017,4,2,17,07,0,0,1
40759,2641,51,2017-02-18,2017,5,2,18,07,0,0,1
40784,2639,51,2017-02-19,2017,6,2,19,07,0,0,1
40818,2639,51,2017-02-20,2017,0,2,20,08,0,0,1
40837,2639,51,2017-02-21,2017,1,2,21,08,0,0,2
40867,2643,51,2017-02-22,2017,2,2,22,08,0,0,2
40894,2642,51,2017-02-23,2017,3,2,23,08,0,0,2
40920,2641,51,2017-02-24,2017,4,2,24,08,0,0,2
40950,2639,51,2017-02-25,2017,5,2,25,08,0,0,2
40985,2636,51,2017-02-26,2017,6,2,26,08,0,0,2
40985,2636,51,2017-02-27,2017,0,2,27,09,0,0,2
41034,2640,51,2017-02-28,2017,1,2,28,09,0,0,2
41052,2638,51,2017-03-01,2017,2,3,1,09,1,0,0
41079,2638,51,2017-03-02,2017,3,3,2,09,1,0,0
41122,2638,51,2017-03-03,2017,4,3,3,09,1,0,0
41146,2643,51,2017-03-04,2017,5,3,4,09,1,0,0
41164,2636,51,2017-03-05,2017,6,3,5,09,1,0,0
41164,2635,51,2017-03-06,2017,0,3,6,10,1,0,0
41217,2641,51,2017-03-07,2017,1,3,7,10,1,0,0
41242,2640,51,2017-03-08,2017,2,3,8,10,1,0,0
41282,2638,51,2017-03-09,2017,3,3,9,10,1,0,0
41308,2643,51,2017-03-10,2017,4,3,10,10,1,0,0
41338,2643,51,2017-03-11,2017,5,3,11,10,1,0,1
41369,2641,51,2017-03-12,2017,6,3,12,10,1,0,1
41402,2640,51,2017-03-13,2017,0,3,13,11,1,0,1
41431,2644,51,2017-03-14,2017,1,3,14,11,1,0,1
41455,2643,51,2017-03-15,2017,2,3,15,11,1,0,1
41492,2637,51,2017-03-16,2017,3,3,16,11,1,0,1
41492,2637,51,2017-03-17,2017,4,3,17,11,1,0,1
41577,2637,51,2017-03-18,2017,5,3,18,11,1,0,1
41606,2633,52,2017-03-19,2017,6,3,19,11,1,0,1
41678,2633,52,2017-03-20,2017,0,3,20,12,1,0,1
41678,2633,52,2017-03-21,2017,1,3,21,12,1,0,2
41765,2632,52,2017-03-22,2017,2,3,22,12,1,0,2
41795,2631,52,2017-03-23,2017,3,3,23,12,1,0,2
41817,2631,50,2017-03-24,2017,4,3,24,12,1,0,2
41842,2630,50,2017-03-25,2017,5,3,25,12,1,0,2
41876,2629,50,2017-03-26,2017,6,3,26,12,1,0,2
41895,2627,50,2017-03-27,2017,0,3,27,13,1,0,2
41928,2629,50,2017-03-28,2017,1,3,28,13,1,0,2
41952,2627,50,2017-03-29,2017,2,3,29,13,1,0,2
41977,2627,50,2017-03-30,2017,3,3,30,13,1,0,2
42005,2626,50,2017-03-31,2017,4,3,31,13,1,0,2
69928,2195,13,2016-10-01,2016,5,10,1,39,3,3,0
67762,2197,13,2016-10-02,2016,6,10,2,39,3,3,0
68133,2198,13,2016-10-03,2016,0,10,3,40,3,3,0
68479,2199,13,2016-10-04,2016,1,10,4,40,3,3,0
68803,2202,13,2016-10-05,2016,2,10,5,40,3,3,0
69071,2206,13,2016-10-06,2016,3,10,6,40,3,3,0
69288,2212,13,2016-10-07,2016,4,10,7,40,3,3,0
69646,2213,13,2016-10-08,2016,5,10,8,40,3,3,0
69931,2215,13,2016-10-09,2016,6,10,9,40,3,3,0
70222,2217,13,2016-10-10,2016,0,10,10,41,3,3,0
70526,2221,13,2016-10-11,2016,1,10,11,41,3,3,1
70835,2221,13,2016-10-12,2016,2,10,12,41,3,3,1
70835,2221,13,2016-10-13,2016,3,10,13,41,3,3,1
71336,2222,13,2016-10-14,2016,4,10,14,41,3,3,1
71582,2223,13,2016-10-15,2016,5,10,15,41,3,3,1
71871,2225,13,2016-10-16,2016,6,10,16,41,3,3,1
72127,2227,13,2016-10-17,2016,0,10,17,42,3,3,1
72360,2228,13,2016-10-18,2016,1,10,18,42,3,3,1
72651,2230,13,2016-10-19,2016,2,10,19,42,3,3,1
72971,2231,13,2016-10-20,2016,3,10,20,42,3,3,1
72971,2235,13,2016-10-21,2016,4,10,21,42,3,3,2
73546,2237,13,2016-10-22,2016,5,10,22,42,3,3,2
73954,2239,13,2016-10-23,2016,6,10,23,42,3,3,2
73954,2239,13,2016-10-24,2016,0,10,24,43,3,3,2
74652,2237,13,2016-10-25,2016,1,10,25,43,3,3,2
74998,2238,13,2016-10-26,2016,2,10,26,43,3,3,2
75327,2239,13,2016-10-27,2016,3,10,27,43,3,3,2
75671,2242,13,2016-10-28,2016,4,10,28,43,3,3,2
75995,2246,13,2016-10-29,2016,5,10,29,43,3,3,2
76359,2248,13,2016-10-30,2016,6,10,30,43,3,3,2
76721,2252,13,2016-10-31,2016,0,10,31,44,3,3,2
77107,2252,13,2016-11-01,2016,1,11,1,44,3,3,0
77423,2252,13,2016-11-02,2016,2,11,2,44,3,3,0
77785,2258,13,2016-11-03,2016,3,11,3,44,3,3,0
78261,2262,13,2016-11-04,2016,4,11,4,44,3,3,0
78261,2272,13,2016-11-05,2016,5,11,5,44,3,3,0
79057,2278,13,2016-11-06,2016,6,11,6,44,3,3,0
79484,2282,13,2016-11-07,2016,0,11,7,45,3,3,0
79855,2284,13,2016-11-08,2016,1,11,8,45,3,3,0
80209,2284,13,2016-11-09,2016,2,11,9,45,3,3,0
80591,2287,13,2016-11-10,2016,3,11,10,45,3,3,0
80994,2292,13,2016-11-11,2016,4,11,11,45,3,3,1
81420,2295,13,2016-11-12,2016,5,11,12,45,3,3,1
81880,2300,13,2016-11-13,2016,6,11,13,45,3,3,1
82348,2305,13,2016-11-14,2016,0,11,14,46,3,3,1
82843,2313,13,2016-11-15,2016,1,11,15,46,3,3,1
82843,2318,13,2016-11-16,2016,2,11,16,46,3,3,1
83919,2319,13,2016-11-17,2016,3,11,17,46,3,3,1
84349,2321,13,2016-11-18,2016,4,11,18,46,3,3,1
84838,2324,13,2016-11-19,2016,5,11,19,46,3,3,1
85258,2326,13,2016-11-20,2016,6,11,20,46,3,3,1
85579,2327,13,2016-11-21,2016,0,11,21,47,3,3,2
85920,2330,13,2016-11-22,2016,1,11,22,47,3,3,2
86323,2330,13,2016-11-23,2016,2,11,23,47,3,3,2
86699,2329,13,2016-11-24,2016,3,11,24,47,3,3,2
87000,2331,13,2016-11-25,2016,4,11,25,47,3,3,2
87341,2333,13,2016-11-26,2016,5,11,26,47,3,3,2
87647,2333,13,2016-11-27,2016,6,11,27,47,3,3,2
87948,2333,13,2016-11-28,2016,0,11,28,48,3,3,2
88609,2337,13,2016-11-29,2016,1,11,29,48,3,3,2
88528,2338,13,2016-11-30,2016,2,11,30,48,3,3,2
88528,2339,13,2016-12-01,2016,3,12,1,48,0,3,0
88528,2339,13,2016-12-02,2016,4,12,2,48,0,3,0
88528,2338,13,2016-12-03,2016,5,12,3,48,0,3,0
88528,2341,13,2016-12-04,2016,6,12,4,48,0,3,0
89585,2342,13,2016-12-05,2016,0,12,5,49,0,3,0
90138,2343,13,2016-12-06,2016,1,12,6,49,0,3,0
90138,2344,13,2016-12-07,2016,2,12,7,49,0,3,0
90550,2344,13,2016-12-08,2016,3,12,8,49,0,3,0
90732,2345,13,2016-12-09,2016,4,12,9,49,0,3,0
90933,2348,13,2016-12-10,2016,5,12,10,49,0,3,0
91114,2350,13,2016-12-11,2016,6,12,11,49,0,3,1
91301,2351,13,2016-12-12,2016,0,12,12,50,0,3,1
91466,2354,13,2016-12-13,2016,1,12,13,50,0,3,1
91672,2356,13,2016-12-14,2016,2,12,14,50,0,3,1
91886,2359,13,2016-12-15,2016,3,12,15,50,0,3,1
92085,2360,13,2016-12-16,2016,4,12,16,50,0,3,1
92085,2360,13,2016-12-17,2016,5,12,17,50,0,3,1
92448,2360,13,2016-12-18,2016,6,12,18,50,0,3,1
92627,2361,13,2016-12-19,2016,0,12,19,51,0,3,1
92784,2361,13,2016-12-20,2016,1,12,20,51,0,3,1
92989,2362,13,2016-12-21,2016,2,12,21,51,0,3,2
93168,2363,13,2016-12-22,2016,3,12,22,51,0,3,2
93345,2362,13,2016-12-23,2016,4,12,23,51,0,3,2
93538,2362,13,2016-12-24,2016,5,12,24,51,0,3,2
93727,2365,13,2016-12-25,2016,6,12,25,51,0,3,2
93847,2364,13,2016-12-26,2016,0,12,26,52,0,3,2
93992,2364,13,2016-12-27,2016,1,12,27,52,0,3,2
94163,2366,13,2016-12-28,2016,2,12,28,52,0,3,2
94355,2368,13,2016-12-29,2016,3,12,29,52,0,3,2
94563,2369,13,2016-12-30,2016,4,12,30,52,0,3,2
94747,2370,13,2016-12-31,2016,5,12,31,52,0,3,2
94915,2372,13,2017-01-01,2017,6,1,1,52,0,0,0
95034,2374,13,2017-01-02,2017,0,1,2,01,0,0,0
95187,2374,13,2017-01-03,2017,1,1,3,01,0,0,0
95356,2375,13,2017-01-04,2017,2,1,4,01,0,0,0
95576,2372,13,2017-01-05,2017,3,1,5,01,0,0,0
95757,2371,13,2017-01-06,2017,4,1,6,01,0,0,0
95977,2372,13,2017-01-07,2017,5,1,7,01,0,0,0
96344,2372,13,2017-01-08,2017,6,1,8,01,0,0,0
96497,2369,13,2017-01-09,2017,0,1,9,02,0,0,0
96664,2371,13,2017-01-10,2017,1,1,10,02,0,0,0
96816,2372,13,2017-01-11,2017,2,1,11,02,0,0,1
97004,2371,13,2017-01-12,2017,3,1,12,02,0,0,1
97170,2370,13,2017-01-13,2017,4,1,13,02,0,0,1
98242,2369,13,2017-01-14,2017,5,1,14,02,0,0,1
98242,2370,13,2017-01-15,2017,6,1,15,02,0,0,1
101475,2371,13,2017-01-16,2017,0,1,16,03,0,0,1
102684,2371,13,2017-01-17,2017,1,1,17,03,0,0,1
103559,2373,13,2017-01-18,2017,2,1,18,03,0,0,1
103436,2373,13,2017-01-19,2017,3,1,19,03,0,0,1
103674,2374,13,2017-01-20,2017,4,1,20,03,0,0,1
103916,2374,13,2017-01-21,2017,5,1,21,03,0,0,2
104146,2375,13,2017-01-22,2017,6,1,22,03,0,0,2
104339,2374,13,2017-01-23,2017,0,1,23,04,0,0,2
99284,2374,13,2017-01-24,2017,1,1,24,04,0,0,2
99284,2375,13,2017-01-25,2017,2,1,25,04,0,0,2
99735,2377,13,2017-01-26,2017,3,1,26,04,0,0,2
99968,2377,13,2017-01-27,2017,4,1,27,04,0,0,2
99968,2379,13,2017-01-28,2017,5,1,28,04,0,0,2
100383,2382,13,2017-01-29,2017,6,1,29,04,0,0,2
100625,2382,13,2017-01-30,2017,0,1,30,05,0,0,2
100625,2382,13,2017-01-31,2017,1,1,31,05,0,0,2
101091,2385,13,2017-02-01,2017,2,2,1,05,0,0,0
101091,2386,13,2017-02-02,2017,3,2,2,05,0,0,0
101278,2387,13,2017-02-03,2017,4,2,3,05,0,0,0
101718,2387,13,2017-02-04,2017,5,2,4,05,0,0,0
101955,2387,13,2017-02-05,2017,6,2,5,05,0,0,0
102234,2388,13,2017-02-06,2017,0,2,6,06,0,0,0
102494,2392,13,2017-02-07,2017,1,2,7,06,0,0,0
102811,2394,13,2017-02-08,2017,2,2,8,06,0,0,0
102811,2396,13,2017-02-09,2017,3,2,9,06,0,0,0
103376,2399,13,2017-02-10,2017,4,2,10,06,0,0,0
103705,2401,13,2017-02-11,2017,5,2,11,06,0,0,1
104003,2405,13,2017-02-12,2017,6,2,12,06,0,0,1
104003,2405,13,2017-02-13,2017,0,2,13,07,0,0,1
104620,2407,13,2017-02-14,2017,1,2,14,07,0,0,1
104909,2406,13,2017-02-15,2017,2,2,15,07,0,0,1
105211,2404,13,2017-02-16,2017,3,2,16,07,0,0,1
105503,2407,13,2017-02-17,2017,4,2,17,07,0,0,1
105807,2408,13,2017-02-18,2017,5,2,18,07,0,0,1
106144,2411,13,2017-02-19,2017,6,2,19,07,0,0,1
106460,2411,13,2017-02-20,2017,0,2,20,08,0,0,1
106804,2413,13,2017-02-21,2017,1,2,21,08,0,0,2
107154,2416,13,2017-02-22,2017,2,2,22,08,0,0,2
107480,2418,13,2017-02-23,2017,3,2,23,08,0,0,2
107764,2421,13,2017-02-24,2017,4,2,24,08,0,0,2
108113,2423,13,2017-02-25,2017,5,2,25,08,0,0,2
108378,2426,13,2017-02-26,2017,6,2,26,08,0,0,2
108378,2427,13,2017-02-27,2017,0,2,27,09,0,0,2
109030,2431,13,2017-02-28,2017,1,2,28,09,0,0,2
109368,2434,13,2017-03-01,2017,2,3,1,09,1,0,0
109712,2434,13,2017-03-02,2017,3,3,2,09,1,0,0
110011,2437,13,2017-03-03,2017,4,3,3,09,1,0,0
110336,2439,13,2017-03-04,2017,5,3,4,09,1,0,0
110624,2440,13,2017-03-05,2017,6,3,5,09,1,0,0
110624,2438,13,2017-03-06,2017,0,3,6,10,1,0,0
111160,2439,13,2017-03-07,2017,1,3,7,10,1,0,0
111449,2441,13,2017-03-08,2017,2,3,8,10,1,0,0
111671,2443,13,2017-03-09,2017,3,3,9,10,1,0,0
111913,2445,13,2017-03-10,2017,4,3,10,10,1,0,0
112167,2449,13,2017-03-11,2017,5,3,11,10,1,0,1
112439,2450,13,2017-03-12,2017,6,3,12,10,1,0,1
112696,2452,13,2017-03-13,2017,0,3,13,11,1,0,1
112982,2452,13,2017-03-14,2017,1,3,14,11,1,0,1
113329,2455,13,2017-03-15,2017,2,3,15,11,1,0,1
113653,2459,13,2017-03-16,2017,3,3,16,11,1,0,1
113973,2463,13,2017-03-17,2017,4,3,17,11,1,0,1
114423,2464,13,2017-03-18,2017,5,3,18,11,1,0,1
114807,2467,13,2017-03-19,2017,6,3,19,11,1,0,1
115177,2467,13,2017-03-20,2017,0,3,20,12,1,0,1
115177,2469,13,2017-03-21,2017,1,3,21,12,1,0,2
115947,2471,13,2017-03-22,2017,2,3,22,12,1,0,2
116336,2471,13,2017-03-23,2017,3,3,23,12,1,0,2
116620,2473,13,2017-03-24,2017,4,3,24,12,1,0,2
116869,2475,13,2017-03-25,2017,5,3,25,12,1,0,2
117134,2476,13,2017-03-26,2017,6,3,26,12,1,0,2
117381,2476,13,2017-03-27,2017,0,3,27,13,1,0,2
117570,2476,13,2017-03-28,2017,1,3,28,13,1,0,2
117773,2478,13,2017-03-29,2017,2,3,29,13,1,0,2
118001,2478,13,2017-03-30,2017,3,3,30,13,1,0,2
118237,2480,13,2017-03-31,2017,4,3,31,13,1,0,2
1192712,1334,126,2016-10-01,2016,5,10,1,39,3,3,0
1193716,1335,126,2016-10-02,2016,6,10,2,39,3,3,0
1195016,1335,126,2016-10-03,2016,0,10,3,40,3,3,0
1196307,1336,126,2016-10-04,2016,1,10,4,40,3,3,0
1197131,1339,126,2016-10-05,2016,2,10,5,40,3,3,0
1197953,1340,126,2016-10-06,2016,3,10,6,40,3,3,0
1198847,1340,126,2016-10-07,2016,4,10,7,40,3,3,0
1199764,1342,126,2016-10-08,2016,5,10,8,40,3,3,0
1200628,1344,126,2016-10-09,2016,6,10,9,40,3,3,0
1201888,1346,126,2016-10-10,2016,0,10,10,41,3,3,0
1203123,1348,126,2016-10-11,2016,1,10,11,41,3,3,1
1204096,1349,126,2016-10-12,2016,2,10,12,41,3,3,1
1204096,1349,126,2016-10-13,2016,3,10,13,41,3,3,1
1205843,1349,126,2016-10-14,2016,4,10,14,41,3,3,1
1206692,1353,126,2016-10-15,2016,5,10,15,41,3,3,1
1207627,1356,126,2016-10-16,2016,6,10,16,41,3,3,1
1208894,1358,126,2016-10-17,2016,0,10,17,42,3,3,1
1210111,1360,126,2016-10-18,2016,1,10,18,42,3,3,1
1210964,1362,126,2016-10-19,2016,2,10,19,42,3,3,1
1211865,1362,126,2016-10-20,2016,3,10,20,42,3,3,1
1211865,1363,126,2016-10-21,2016,4,10,21,42,3,3,2
1213530,1363,126,2016-10-22,2016,5,10,22,42,3,3,2
1214456,1365,126,2016-10-23,2016,6,10,23,42,3,3,2
1214456,1365,126,2016-10-24,2016,0,10,24,43,3,3,2
1216466,1366,126,2016-10-25,2016,1,10,25,43,3,3,2
1217299,1369,126,2016-10-26,2016,2,10,26,43,3,3,2
1218141,1370,126,2016-10-27,2016,3,10,27,43,3,3,2
1218934,1372,126,2016-10-28,2016,4,10,28,43,3,3,2
1219834,1365,126,2016-10-29,2016,5,10,29,43,3,3,2
1220854,1367,126,2016-10-30,2016,6,10,30,43,3,3,2
1222052,1367,126,2016-10-31,2016,0,10,31,44,3,3,2
1223099,1368,126,2016-11-01,2016,1,11,1,44,3,3,0
1223840,1369,126,2016-11-02,2016,2,11,2,44,3,3,0
1224757,1370,126,2016-11-03,2016,3,11,3,44,3,3,0
1225690,1370,126,2016-11-04,2016,4,11,4,44,3,3,0
1225690,1370,126,2016-11-05,2016,5,11,5,44,3,3,0
1227694,1372,126,2016-11-06,2016,6,11,6,44,3,3,0
1229064,1373,126,2016-11-07,2016,0,11,7,45,3,3,0
1230294,1374,126,2016-11-08,2016,1,11,8,45,3,3,0
1231155,1374,126,2016-11-09,2016,2,11,9,45,3,3,0
1232140,1375,126,2016-11-10,2016,3,11,10,45,3,3,0
1233051,1376,126,2016-11-11,2016,4,11,11,45,3,3,1
1233944,1378,126,2016-11-12,2016,5,11,12,45,3,3,1
1235077,1380,126,2016-11-13,2016,6,11,13,45,3,3,1
1236340,1384,126,2016-11-14,2016,0,11,14,46,3,3,1
1237506,1385,126,2016-11-15,2016,1,11,15,46,3,3,1
1237506,1386,126,2016-11-16,2016,2,11,16,46,3,3,1
1239190,1389,126,2016-11-17,2016,3,11,17,46,3,3,1
1239991,1390,126,2016-11-18,2016,4,11,18,46,3,3,1
1240847,1390,126,2016-11-19,2016,5,11,19,46,3,3,1
1241615,1391,126,2016-11-20,2016,6,11,20,46,3,3,1
1242808,1391,126,2016-11-21,2016,0,11,21,47,3,3,2
1243923,1392,126,2016-11-22,2016,1,11,22,47,3,3,2
1244723,1393,126,2016-11-23,2016,2,11,23,47,3,3,2
1245580,1394,126,2016-11-24,2016,3,11,24,47,3,3,2
1246539,1394,126,2016-11-25,2016,4,11,25,47,3,3,2
1247501,1397,126,2016-11-26,2016,5,11,26,47,3,3,2
1248593,1399,126,2016-11-27,2016,6,11,27,47,3,3,2
1249687,1401,126,2016-11-28,2016,0,11,28,48,3,3,2
1251809,1401,126,2016-11-29,2016,1,11,29,48,3,3,2
1251465,1402,126,2016-11-30,2016,2,11,30,48,3,3,2
1251465,1404,126,2016-12-01,2016,3,12,1,48,0,3,0
1251465,1404,126,2016-12-02,2016,4,12,2,48,0,3,0
1251465,1405,126,2016-12-03,2016,5,12,3,48,0,3,0
1251465,1405,126,2016-12-04,2016,6,12,4,48,0,3,0
1254503,1407,126,2016-12-05,2016,0,12,5,49,0,3,0
1256886,1409,126,2016-12-06,2016,1,12,6,49,0,3,0
1256886,1410,126,2016-12-07,2016,2,12,7,49,0,3,0
1258623,1411,126,2016-12-08,2016,3,12,8,49,0,3,0
1259500,1408,126,2016-12-09,2016,4,12,9,49,0,3,0
1260408,1409,126,2016-12-10,2016,5,12,10,49,0,3,0
1261422,1412,126,2016-12-11,2016,6,12,11,49,0,3,1
1262672,1414,126,2016-12-12,2016,0,12,12,50,0,3,1
1263789,1413,126,2016-12-13,2016,1,12,13,50,0,3,1
1264786,1412,126,2016-12-14,2016,2,12,14,50,0,3,1
